activity;sampleId;stamp;alpha;beta;gamma;x;y;z
table;5;1636021887409;0.1;0.4;-0.6;0;0;0
table;5;1636021887411;0.1;0.4;-0.6;0;0;0
table;5;1636021887417;0.1;0.4;-0.6;0;0;0
table;5;1636021887419;0.1;0.4;-0.6;0;0;0
table;5;1636021887424;0.1;0.4;-0.6;0;0;0
table;5;1636021887428;0.1;0.4;-0.6;0;0;0
table;5;1636021887434;0.1;0.4;-0.6;0;0;0
table;5;1636021887438;0.1;0.4;-0.6;0;0;0
table;5;1636021887443;0.1;0.4;-0.6;0;0;0
table;5;1636021887452;0.1;0.4;-0.6;0;0;0
table;5;1636021887457;0.1;0.4;-0.6;0;0;0
table;5;1636021887461;0.1;0.4;-0.6;0;0;0
table;5;1636021887468;0.1;0.4;-0.6;0;0;0
table;5;1636021887473;0.1;0.4;-0.6;0;0;0
table;5;1636021887478;0.1;0.4;-0.6;0;0;0
table;5;1636021887484;0.1;0.4;-0.6;0;0;0
table;5;1636021887489;0.1;0.4;-0.6;0;0;0
table;5;1636021887493;0.1;0.4;-0.6;0;0;0
table;5;1636021887503;0.1;0.4;-0.6;0;0;0
table;5;1636021887507;0.1;0.4;-0.6;0;0;0
table;5;1636021887511;0.1;0.4;-0.6;0;0;0
table;5;1636021887518;0.1;0.4;-0.6;0;0;0
table;5;1636021887522;0.1;0.4;-0.6;0;0;0
table;5;1636021887526;0.1;0.4;-0.6;0;0;0
table;5;1636021887535;0.1;0.4;-0.6;0;0;0
table;5;1636021887539;0.1;0.4;-0.6;0;0;0
table;5;1636021887544;0.1;0.4;-0.6;0;0;0
table;5;1636021887552;0.1;0.4;-0.6;0;0;0
table;5;1636021887556;0.1;0.4;-0.6;0;0;0
table;5;1636021887561;0.1;0.4;-0.6;0;0;0
table;5;1636021887568;0.1;0.4;-0.6;0;0;0
table;5;1636021887572;0.1;0.4;-0.6;0;0;0
table;5;1636021887577;0.1;0.4;-0.6;0;0;0
table;5;1636021887585;0.1;0.4;-0.6;0;0;0
table;5;1636021887589;0.1;0.4;-0.6;0;0;0
table;5;1636021887594;0.1;0.4;-0.6;0;0;0
table;5;1636021887601;0.1;0.4;-0.6;0;0;0
table;5;1636021887606;0.1;0.4;-0.6;0;0;0
table;5;1636021887610;0.1;0.4;-0.6;0;0;0
table;5;1636021887617;0.1;0.4;-0.6;0;0;0
table;5;1636021887622;0.1;0.4;-0.6;0;0;0
table;5;1636021887627;0.1;0.4;-0.6;0;0;0
table;5;1636021887634;0.1;0.4;-0.6;0;0;0
table;5;1636021887638;0.1;0.4;-0.6;0;0;0
table;5;1636021887643;0.1;0.4;-0.6;0;0;0
table;5;1636021887651;0.1;0.4;-0.6;0;0;0
table;5;1636021887655;0.1;0.4;-0.6;0;0;0
table;5;1636021887659;0.1;0.4;-0.6;0;0;0
table;5;1636021887667;0.1;0.4;-0.6;0;0;0
table;5;1636021887671;0.1;0.4;-0.6;0;0;0
table;5;1636021887676;0.1;0.4;-0.6;0;0;0
table;5;1636021887683;0.1;0.4;-0.6;0;0;0
table;5;1636021887688;0.1;0.4;-0.6;0;0;0
table;5;1636021887693;0.1;0.4;-0.6;0;0;0
table;5;1636021887697;0.1;0.4;-0.6;0;0;0
table;5;1636021887704;0.1;0.4;-0.6;0;0;0
table;5;1636021887711;0.1;0.4;-0.6;0;0;0
table;5;1636021887716;0.1;0.4;-0.6;0;0;0
table;5;1636021887720;0.1;0.4;-0.6;0;0;0
table;5;1636021887725;0.1;0.4;-0.6;0;0;0
table;5;1636021887729;0.1;0.4;-0.6;0;0;0
table;5;1636021887733;0.1;0.4;-0.6;0;0;0
table;5;1636021887738;0.1;0.4;-0.6;0;0;0
table;5;1636021887743;0.1;0.4;-0.6;0;0;0
